@relation Body_DF_200.arff

@attribute Body_s numeric
@attribute Body_linguist numeric
@attribute Body_languag numeric
@attribute Body_univers numeric
@attribute Body_e numeric
@attribute Body_inform numeric
@attribute Body_mail numeric
@attribute Body_us numeric
@attribute Body_http numeric
@attribute Body_includ numeric
@attribute Body_address numeric
@attribute Body_follow numeric
@attribute Body_new numeric
@attribute Body_fax numeric
@attribute Body_paper numeric
@attribute Body_work numeric
@attribute Body_research numeric
@attribute Body_www numeric
@attribute Body_english numeric
@attribute Body_time numeric
@attribute Body_like numeric
@attribute Body_t numeric
@attribute Body_present numeric
@attribute Body_gener numeric
@attribute Body_edu numeric
@attribute Body_send numeric
@attribute Body_list numeric
@attribute Body_d numeric
@attribute Body_word numeric
@attribute Body_number numeric
@attribute Body_avail numeric
@attribute Body_n numeric
@attribute Body_email numeric
@attribute Body_studi numeric
@attribute Body_contact numeric
@attribute Body_discuss numeric
@attribute Body_page numeric
@attribute Body_form numeric
@attribute Body_m numeric
@attribute Body_confer numeric
@attribute Body_make numeric
@attribute Body_provid numeric
@attribute Body_order numeric
@attribute Body_refer numeric
@attribute Body_differ numeric
@attribute Body_question numeric
@attribute Body_program numeric
@attribute Body_develop numeric
@attribute Body_interest numeric
@attribute Body_receiv numeric
@attribute Body_intern numeric
@attribute Body_relat numeric
@attribute Body_state numeric
@attribute Body_accept numeric
@attribute Body_c numeric
@attribute Body_depart numeric
@attribute Body_copi numeric
@attribute Body_possibl numeric
@attribute Body_base numeric
@attribute Body_area numeric
@attribute Body_issu numeric
@attribute Body_year numeric
@attribute Body_book numeric
@attribute Body_process numeric
@attribute Body_know numeric
@attribute Body_speaker numeric
@attribute Body_publish numeric
@attribute Body_theori numeric
@attribute Body_web numeric
@attribute Body_thank numeric
@attribute Body_wai numeric
@attribute Body_peopl numeric
@attribute Body_th numeric
@attribute Body_abstract numeric
@attribute Body_topic numeric
@attribute Body_special numeric
@attribute Body_text numeric
@attribute Body_doe numeric
@attribute Body_world numeric
@attribute Body_author numeric
@attribute Body_public numeric
@attribute Body_case numeric
@attribute Body_subject numeric
@attribute Body_need numeric
@attribute Body_p numeric
@attribute Body_invit numeric
@attribute Body_structur numeric
@attribute Body_sent numeric
@attribute Body_date numeric
@attribute Body_natur numeric
@attribute Body_com numeric
@attribute Body_phone numeric
@attribute Body_just numeric
@attribute Body_institut numeric
@attribute Body_student numeric
@attribute Body_dai numeric
@attribute Body_organ numeric
@attribute Body_semant numeric
@attribute Body_place numeric
@attribute Body_second numeric
@attribute Body_g numeric
@attribute Body_b numeric
@attribute Body_titl numeric
@attribute Body_exampl numeric
@attribute Body_scienc numeric
@attribute Body_commun numeric
@attribute Body_post numeric
@attribute Body_note numeric
@attribute Body_look numeric
@attribute Body_l numeric
@attribute Body_approach numeric
@attribute Body_site numeric
@attribute Body_submiss numeric
@attribute Body_person numeric
@attribute Body_analysi numeric
@attribute Body_requir numeric
@attribute Body_syntax numeric
@attribute Body_applic numeric
@attribute Body_free numeric
@attribute Body_aspect numeric
@attribute Body_particip numeric
@attribute Body_mean numeric
@attribute Body_come numeric
@attribute Body_problem numeric
@attribute Body_deadlin numeric
@attribute Body_limit numeric
@attribute Body_o numeric
@attribute Body_non numeric
@attribute Body_john numeric
@attribute Body_type numeric
@attribute Body_ac numeric
@attribute Body_html numeric
@attribute Body_grammar numeric
@attribute Body_field numeric
@attribute Body_detail numeric
@attribute Body_current numeric
@attribute Body_offer numeric
@attribute Body_read numeric
@attribute Body_uk numeric
@attribute Body_workshop numeric
@attribute Body_help numeric
@attribute Body_u numeric
@attribute Body_import numeric
@attribute Body_origin numeric
@attribute Body_addit numeric
@attribute Body_submit numeric
@attribute Body_usa numeric
@attribute Body_point numeric
@attribute Body_chang numeric
@attribute Body_comput numeric
@attribute Body_data numeric
@attribute Body_line numeric
@attribute Body_want numeric
@attribute Body_x numeric
@attribute Body_committe numeric
@attribute Body_tel numeric
@attribute Body_r numeric
@attribute Body_given numeric
@attribute Body_messag numeric
@attribute Body_phonolog numeric
@attribute Body_specif numeric
@attribute Body_system numeric
@attribute Body_request numeric
@attribute Body_content numeric
@attribute Body_associ numeric
@attribute Body_select numeric
@attribute Body_learn numeric
@attribute Body_speech numeric
@attribute Body_result numeric
@attribute Body_check numeric
@attribute Body_held numeric
@attribute Body_recent numeric
@attribute Body_write numeric
@attribute Body_final numeric
@attribute Body_complet numeric
@attribute Body_posit numeric
@attribute Body_ask numeric
@attribute Body_j numeric
@attribute Body_experi numeric
@attribute Body_theoret numeric
@attribute Body_registr numeric
@attribute Body_group numeric
@attribute Body_set numeric
@attribute Body_announc numeric
@attribute Body_cours numeric
@attribute Body_best numeric
@attribute Body_minut numeric
@attribute Body_appli numeric
@attribute Body_think numeric
@attribute Body_model numeric
@attribute Body_consid numeric
@attribute Body_home numeric
@attribute Body_wish numeric
@attribute Body_level numeric
@attribute Body_format numeric
@attribute Body_review numeric
@attribute Body_wide numeric
@attribute Body_respons numeric
@attribute Body_discours numeric
@attribute Body_contribut numeric
@attribute class {spam,noSpam}

@data

0.5712630295561869,0,0.57432769637409,0,0,0,0,0,0,0,0,1.0533342846225262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3030925125469286,0,0,0,0,0,0,0,0,1.426137459411343,0,1.4509020170357394,0,0,0,0,0,0,0,0,0,0,1.5648208469452938,0,0,1.5731196497599886,0,0,0,0,0,0,1.6104754363037577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7278260395209701,0,0,0,0,0,1.7454908757007752,1.7494591348763957,0,0,0,0,0,0,0,1.777686815501263,0,1.7900326513235623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.718792288865581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.061966366807204,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1470034094931165,0,0,2.1589083119994346,0,0,0,0,0,0,noSpam
1.7137890886685607,0,0.57432769637409,0.6324615614375392,0,0,0,0,0,0,0,1.0533342846225262,0,0,0,0,0,0,0,1.253454531455157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.426137459411343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6087468274031398,0,0,0,0,0,1.6279278862549837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9321783850539973,0,0,0,1.9369630831773337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0511554507029888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
1.7137890886685607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
3.4275781773371214,0.57432769637409,2.29731078549636,3.794769368625235,0.7081222122733842,0,0.8675499492014862,0.9489653406869949,0,2.8576294861046363,0.9955703939510898,0,0,1.0865867185630425,2.1834456733696204,0,0,0,1.1946832140397436,0,3.7749267297598657,0,0,0,0,0,0,0,0,2.629217909216975,4.006247841343348,0,0,5.630420845129661,4.256906909798191,0,0,4.352706051107218,0,38.070896366045574,1.470262264320281,0,0,0,0,0,0,0,6.259283387781175,0,4.709375579001942,0,0,0,0,0,0,1.6087468274031398,0,3.224414076936071,0,0,8.139639431274919,1.6349950534780762,1.6403283994534388,1.6456903425948242,0,6.618765213815201,0,0,0,0,10.104307262803623,0,0,3.3793069320318807,5.148661480201985,0,0,0,0,0,0,0,0,0,0,3.4752025768512245,3.4909817514015504,0,0,0,0,0,3.535027575576425,3.547210354363229,1.7756439138714628,0,1.777686815501263,1.7900326513235623,0,3.6261406387811594,1.8151912109597172,0,0,1.8215810090584883,1.8301647527498799,1.8323222508899009,1.8344844138943963,0,1.8453659140819305,0,0,0,7.434327861893827,0,0,0,0,0,9.416372890319142,0,0,1.8970047708757303,0,0,1.901623716732025,5.711823644617162,0,1.9085923860481182,3.826530583495021,0,0,1.9226771259298572,1.9250439909401234,1.9274164712937536,0,5.796535155161992,0,0,0,0,0,0,0,0,1.9636961453744024,0,0,0,0,0,0,0,0,6.019409884073066,0,2.0168059706883508,0,0,2.0246286963695597,0,0,0,0,0,0,0,0,0,0,0,6.153466352108966,2.0538472423687,0,0,0,0,0,0,16.583163498715155,0,0,0,0,0,2.129407647602737,0,0,0,0,0,2.152938145012931,0,0,0,4.323813629991383,0,10.83965464799536,0,noSpam
0,0,0,0,0.7081222122733842,0,0.8675499492014862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28919462618592,1.2917071903218031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6279278862549837,0,0,0,0,0,0,1.6656005025541538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9711127430294522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
0,0.57432769637409,0.57432769637409,0.6324615614375392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3146089546084876,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4992498011935331,0,0,1.5516843690399238,1.5582310372662382,0,1.5681321082489497,0,0,0,0,0,0,0,0,0,1.6122070384680356,0,0,0,0,0,1.6456903425948242,0,0,0,0,0,1.6803337340671378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7675137877882126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.677645630985989,1.8453659140819305,0,0,0,0,0,0,0,0,1.8810044295292891,1.8832745780638283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9369630831773337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0999958931780096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4627715925911233,0,0,0,0,1.4992498011935331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6656005025541538,0,0,0,0,0,0,1.716220493400662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9274164712937536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0246286963695597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0674159715747686,0,0,0,0,0,2.114977382773708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
0,0,0,0,0,0.7337099622217913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7574432092246164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8344844138943963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9810878880862717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,noSpam
0,0,0,0,0,0.7337099622217913,0,0.9489653406869949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4992498011935331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6656005025541538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8608017222117696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9132652917475106,0,0,0,0,0,0,0,1.9321783850539973,0,1.9369630831773337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.038813504776817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.134831943149537,0,0,0,0,0,2.114977382773708,0,0,0,2.132318857810195,0,0,0,0,0,0,0,0,0,0,0,noSpam
